% Model:              capacitor_fringing_fields - sc-2-qw.mph
% Version:            COMSOL 5.1.0.136
% Date:               Dec 16 2018, 23:13
% Dimension:          3
% Nodes:              14185
% Expressions:        1
% Description:        Surface charge density
% Length unit:        nm
% x             y              z              es.nD (C/m^2)
-25.976         33.488         40.000         0.0000
-25.931         51.942         40.000         0.0000
-25.907         23.556         40.000         0.0000
-25.879         35.963         40.000         0.0000
-25.878         -13.145        40.000         0.0000
-25.870         49.807         40.000         0.0000
-25.856         -24.280        40.000         0.0000
-25.812         -41.019        40.000         0.0000
-25.808         47.671         40.000         0.0000
-25.781         38.437         40.000         0.0000
-25.767         45.418         40.000         0.0000
-25.725         43.164         40.000         0.0000
-25.683         40.911         40.000         0.0000
-25.656         -0.57198       40.000         0.0000
-25.656         13.486         40.000         0.0000
-25.624         17.279         40.000         0.0000
-25.617         -9.7746        40.000         0.0000
-25.574         1.2235         40.000         0.0000
-25.492         3.0190         40.000         0.0000
-25.464         -2.7324        40.000         0.0000
-25.393         30.856         40.000         0.0000
-25.275         10.018         40.000         0.0000
-25.212         -46.412        40.000         0.0000
-25.189         -4.4833        40.000         0.0000
-25.161         -21.810        40.000         0.0000
-25.147         21.315         40.000         0.0000
-25.075         5.1438         40.000         0.0000
-24.914         -6.2343        40.000         0.0000
-24.907         -48.193        40.000         0.0000
-24.906         -11.333        40.000         0.0000
-24.899         -44.337        40.000         0.0000
-24.824         -15.007        40.000         0.0000
-24.809         28.224         40.000         0.0000
-24.653         -50.471        40.000         0.0000
-24.585         -42.262        40.000         0.0000
-24.580         6.8158         40.000         0.0000
-24.478         -31.876        40.000         0.0000
-24.466         -19.340        40.000         0.0000
-24.465         11.955         40.000         0.0000
-24.420         15.280         40.000         0.0000
-24.399         -52.750        40.000         0.0000
-24.388         19.074         40.000         0.0000
-24.303         -8.2674        40.000         0.0000
-24.247         46.810         40.000         0.0000
-24.227         -34.789        40.000         0.0000
-24.225         25.592         40.000         0.0000
-24.206         44.557         40.000         0.0000
-24.164         42.303         40.000         0.0000
-24.163         -28.943        40.000         0.0000
-24.085         8.4878         40.000         0.0000
-24.055         52.685         40.000         0.0000
-23.993         50.549         40.000         0.0000
-23.947         55.014         40.000         0.0000
-23.946         -55.014        40.000         0.0000
-23.932         48.414         40.000         0.0000
-23.898         -37.435        40.000         0.0000
-23.852         -13.196        40.000         0.0000
-23.849         -26.010        40.000         0.0000
-23.815         -1.5073        40.000         0.0000
-23.770         -16.870        40.000         0.0000
-23.733         0.28817        40.000         0.0000
-23.692         -23.551        40.000         0.0000
-23.671         -45.581        40.000         0.0000
-23.651         2.0836         40.000         0.0000
-23.628         13.495         40.000         0.0000
-23.592         -9.8261        40.000         0.0000
-23.569         3.8791         40.000         0.0000
-23.569         -40.081        40.000         0.0000
-23.540         -3.2582        40.000         0.0000
-23.466         23.352         40.000         0.0000
-23.366         -47.362        40.000         0.0000
-23.358         -43.506        40.000         0.0000
-23.285         32.410         40.000         0.0000
-23.274         10.425         40.000         0.0000
-23.273         35.152         40.000         0.0000
-23.264         -5.0092        40.000         0.0000
-23.184         17.075         40.000         0.0000
-23.175         37.626         40.000         0.0000
-23.077         40.100         40.000         0.0000
-23.074         5.5511         40.000         0.0000
-23.061         -49.143        40.000         0.0000
-22.996         -21.081        40.000         0.0000
-22.989         -6.7602        40.000         0.0000
