% Model:              capacitor_fringing_fields - sc-2-qw.mph
% Version:            COMSOL 5.1.0.136
% Date:               Dec 16 2018, 23:12
% Dimension:          3
% Nodes:              15376
% Expressions:        1
% Description:        Surface charge density
% Length unit:        nm
% x             y              z              es.nD (C/m^2)
-35.546         34.574         8.9000         0.0000
-35.460         -18.297        8.9000         0.0000
-35.430         -25.830        8.9000         0.0000
-35.355         39.185         8.9000         0.0000
-35.353         43.735         8.9000         0.0000
-35.299         -10.300        8.9000         0.0000
-35.298         -39.225        8.9000         0.0000
-35.266         25.298         8.9000         0.0000
-35.242         19.128         8.9000         0.0000
-35.216         -7.0107        8.9000         0.0000
-35.192         -19.677        8.9000         0.0000
-35.118         -22.123        8.9000         0.0000
-35.092         14.628         8.9000         0.0000
-35.087         37.563         8.9000         0.0000
-35.054         31.931         8.9000         0.0000
-35.011         -29.299        8.9000         0.0000
-35.001         10.961         8.9000         0.0000
-34.999         -37.455        8.9000         0.0000
-34.972         -5.2398        8.9000         0.0000
-34.925         48.788         8.9000         0.0000
-34.924         -48.788        8.9000         0.0000
-34.890         -46.550        8.9000         0.0000
-34.872         21.193         8.9000         0.0000
-34.872         -14.419        8.9000         0.0000
-34.856         15.969         8.9000         0.0000
-34.855         -44.313        8.9000         0.0000
-34.828         -33.676        8.9000         0.0000
-34.818         35.942         8.9000         0.0000
-34.805         -24.477        8.9000         0.0000
-34.729         -3.4688        8.9000         0.0000
-34.701         -35.686        8.9000         0.0000
-34.621         17.311         8.9000         0.0000
-34.599         46.795         8.9000         0.0000
-34.543         41.874         8.9000         0.0000
-34.517         22.564         8.9000         0.0000
-34.503         -42.277        8.9000         0.0000
-34.485         -1.6978        8.9000         0.0000
-34.434         -12.024        8.9000         0.0000
-34.370         -0.16782       8.9000         0.0000
-34.354         -30.746        8.9000         0.0000
-34.350         -8.7350        8.9000         0.0000
-34.326         29.530         8.9000         0.0000
-34.326         33.299         8.9000         0.0000
-34.294         27.388         8.9000         0.0000
-34.283         20.134         8.9000         0.0000
-34.272         44.802         8.9000         0.0000
-34.255         1.3622         8.9000         0.0000
-34.254         -20.679        8.9000         0.0000
-34.253         -26.741        8.9000         0.0000
-34.237         -16.175        8.9000         0.0000
-34.181         -23.124        8.9000         0.0000
-34.140         2.8922         8.9000         0.0000
-34.139         13.060         8.9000         0.0000
-34.109         5.0594         8.9000         0.0000
-34.079         7.2266         8.9000         0.0000
-34.072         23.874         8.9000         0.0000
-34.051         -40.222        8.9000         0.0000
-34.048         9.3938         8.9000         0.0000
-33.969         -17.556        8.9000         0.0000
-33.960         26.286         8.9000         0.0000
-33.746         -13.301        8.9000         0.0000
-33.735         40.001         8.9000         0.0000
-33.716         30.777         8.9000         0.0000
-33.700         -18.936        8.9000         0.0000
-33.662         18.317         8.9000         0.0000
-33.641         -6.1210        8.9000         0.0000
-33.628         -25.388        8.9000         0.0000
-33.626         25.184         8.9000         0.0000
-33.603         -7.4539        8.9000         0.0000
-33.598         34.667         8.9000         0.0000
-33.598         -38.168        8.9000         0.0000
-33.596         -28.188        8.9000         0.0000
-33.555         -32.379        8.9000         0.0000
-33.485         -10.459        8.9000         0.0000
